model,display_name,sequence_idx,successful_subtasks,sequence
act_lang_B_100k,ACT-Lang-B 100k,193,0,push_blue_block_right -> lift_red_block_slider -> place_in_slider -> open_drawer -> turn_off_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,194,0,turn_on_lightbulb -> open_drawer -> rotate_blue_block_right -> move_slider_left -> lift_pink_block_slider
act_lang_B_100k,ACT-Lang-B 100k,195,0,rotate_blue_block_left -> open_drawer -> lift_red_block_table -> place_in_slider -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,196,1,open_drawer -> lift_red_block_slider -> place_in_slider -> push_into_drawer -> lift_blue_block_drawer
act_lang_B_100k,ACT-Lang-B 100k,197,0,move_slider_right -> lift_blue_block_slider -> place_in_slider -> turn_off_led -> rotate_pink_block_left
act_lang_B_100k,ACT-Lang-B 100k,198,2,move_slider_right -> open_drawer -> push_pink_block_right -> turn_on_lightbulb -> push_into_drawer
act_lang_B_100k,ACT-Lang-B 100k,199,0,lift_pink_block_table -> place_in_slider -> turn_on_lightbulb -> rotate_red_block_left -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,200,0,rotate_blue_block_left -> open_drawer -> turn_on_lightbulb -> lift_red_block_table -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,201,0,turn_on_lightbulb -> lift_blue_block_table -> place_in_slider -> rotate_pink_block_right -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,202,0,rotate_pink_block_right -> move_slider_right -> turn_on_led -> close_drawer -> lift_pink_block_table
act_lang_B_100k,ACT-Lang-B 100k,203,1,open_drawer -> turn_on_led -> push_blue_block_right -> move_slider_left -> lift_pink_block_slider
act_lang_B_100k,ACT-Lang-B 100k,204,0,turn_off_led -> lift_red_block_slider -> place_in_slider -> move_slider_right -> push_blue_block_left
act_lang_B_100k,ACT-Lang-B 100k,205,0,turn_off_led -> move_slider_left -> lift_blue_block_slider -> place_in_slider -> push_pink_block_left
act_lang_B_100k,ACT-Lang-B 100k,206,0,rotate_pink_block_left -> close_drawer -> lift_blue_block_slider -> place_in_slider -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,207,0,rotate_blue_block_left -> lift_red_block_slider -> stack_block -> unstack_block -> turn_off_led
act_lang_B_100k,ACT-Lang-B 100k,208,1,push_pink_block_left -> move_slider_right -> push_into_drawer -> lift_red_block_slider -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,209,1,push_pink_block_right -> push_into_drawer -> turn_off_lightbulb -> move_slider_right -> lift_pink_block_drawer
act_lang_B_100k,ACT-Lang-B 100k,210,1,close_drawer -> turn_off_led -> move_slider_right -> rotate_blue_block_left -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,211,0,move_slider_left -> rotate_blue_block_left -> lift_blue_block_table -> stack_block -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,212,0,turn_off_led -> lift_pink_block_table -> stack_block -> unstack_block -> push_pink_block_right
act_lang_B_100k,ACT-Lang-B 100k,213,0,turn_on_led -> move_slider_left -> open_drawer -> push_blue_block_right -> lift_pink_block_table
act_lang_B_100k,ACT-Lang-B 100k,214,0,open_drawer -> rotate_pink_block_right -> lift_blue_block_slider -> place_in_drawer -> turn_off_led
act_lang_B_100k,ACT-Lang-B 100k,215,0,open_drawer -> turn_off_led -> move_slider_right -> push_red_block_right -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,216,0,turn_off_led -> rotate_blue_block_right -> lift_blue_block_table -> place_in_drawer -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,217,0,open_drawer -> lift_red_block_table -> stack_block -> unstack_block -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,218,0,turn_on_led -> rotate_blue_block_left -> open_drawer -> lift_red_block_table -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,219,0,rotate_pink_block_left -> open_drawer -> lift_pink_block_table -> stack_block -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,220,0,turn_off_led -> push_blue_block_right -> move_slider_left -> lift_red_block_table -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,221,1,push_blue_block_left -> turn_off_lightbulb -> lift_red_block_slider -> place_in_slider -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,222,0,push_pink_block_left -> close_drawer -> move_slider_left -> lift_pink_block_table -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,223,0,turn_off_led -> rotate_red_block_left -> close_drawer -> move_slider_right -> lift_pink_block_table
act_lang_B_100k,ACT-Lang-B 100k,224,0,rotate_pink_block_right -> lift_pink_block_table -> place_in_slider -> close_drawer -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,225,0,move_slider_right -> turn_on_led -> lift_blue_block_table -> place_in_slider -> rotate_red_block_right
act_lang_B_100k,ACT-Lang-B 100k,226,0,open_drawer -> move_slider_left -> rotate_pink_block_right -> lift_pink_block_table -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,227,1,close_drawer -> push_pink_block_left -> lift_blue_block_slider -> place_in_slider -> lift_pink_block_table
act_lang_B_100k,ACT-Lang-B 100k,228,0,open_drawer -> turn_on_lightbulb -> move_slider_left -> lift_blue_block_table -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,229,1,push_red_block_left -> open_drawer -> lift_pink_block_slider -> place_in_drawer -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,230,0,rotate_red_block_left -> move_slider_right -> turn_on_led -> open_drawer -> push_into_drawer
act_lang_B_100k,ACT-Lang-B 100k,231,0,turn_off_led -> move_slider_left -> push_blue_block_left -> open_drawer -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,232,0,rotate_red_block_right -> lift_blue_block_slider -> stack_block -> move_slider_left -> turn_on_led
act_lang_B_100k,ACT-Lang-B 100k,233,0,lift_blue_block_slider -> stack_block -> move_slider_left -> unstack_block -> push_pink_block_left
act_lang_B_100k,ACT-Lang-B 100k,234,0,rotate_pink_block_right -> turn_off_led -> move_slider_left -> open_drawer -> lift_red_block_slider
act_lang_B_100k,ACT-Lang-B 100k,235,1,open_drawer -> turn_on_lightbulb -> rotate_blue_block_left -> lift_red_block_slider -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,236,0,turn_on_lightbulb -> push_blue_block_right -> lift_pink_block_slider -> place_in_drawer -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,237,0,turn_on_lightbulb -> open_drawer -> move_slider_right -> rotate_pink_block_left -> lift_blue_block_slider
act_lang_B_100k,ACT-Lang-B 100k,238,2,push_pink_block_left -> lift_red_block_slider -> stack_block -> turn_on_led -> unstack_block
act_lang_B_100k,ACT-Lang-B 100k,239,0,move_slider_right -> lift_red_block_slider -> place_in_slider -> push_into_drawer -> turn_off_led
act_lang_B_100k,ACT-Lang-B 100k,240,0,move_slider_right -> rotate_pink_block_left -> turn_on_lightbulb -> open_drawer -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,241,0,rotate_red_block_right -> open_drawer -> turn_off_led -> lift_red_block_table -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,242,0,turn_on_led -> push_red_block_right -> move_slider_right -> lift_red_block_table -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,243,0,push_blue_block_left -> turn_on_lightbulb -> move_slider_right -> open_drawer -> lift_pink_block_table
act_lang_B_100k,ACT-Lang-B 100k,244,0,rotate_red_block_left -> lift_pink_block_table -> stack_block -> close_drawer -> lift_blue_block_slider
act_lang_B_100k,ACT-Lang-B 100k,245,0,rotate_blue_block_left -> turn_off_lightbulb -> move_slider_right -> lift_red_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,246,0,lift_blue_block_table -> place_in_drawer -> move_slider_right -> turn_off_lightbulb -> push_red_block_left
act_lang_B_100k,ACT-Lang-B 100k,247,0,turn_off_lightbulb -> rotate_red_block_left -> lift_red_block_table -> place_in_drawer -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,248,0,move_slider_left -> rotate_blue_block_right -> lift_pink_block_slider -> place_in_slider -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,249,0,lift_blue_block_slider -> stack_block -> turn_off_lightbulb -> unstack_block -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,250,0,move_slider_right -> turn_on_lightbulb -> lift_red_block_slider -> place_in_slider -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,251,0,lift_pink_block_table -> place_in_slider -> turn_on_led -> rotate_blue_block_right -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,252,0,lift_pink_block_slider -> place_in_slider -> rotate_red_block_left -> open_drawer -> turn_off_led
act_lang_B_100k,ACT-Lang-B 100k,253,0,push_pink_block_left -> turn_on_lightbulb -> lift_pink_block_table -> stack_block -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,254,2,lift_pink_block_slider -> place_in_slider -> turn_off_lightbulb -> close_drawer -> push_red_block_right
act_lang_B_100k,ACT-Lang-B 100k,255,0,rotate_red_block_right -> close_drawer -> move_slider_left -> lift_blue_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,256,0,open_drawer -> turn_off_lightbulb -> move_slider_left -> lift_pink_block_slider -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,257,0,push_red_block_left -> turn_on_lightbulb -> open_drawer -> push_into_drawer -> lift_blue_block_slider
act_lang_B_100k,ACT-Lang-B 100k,258,0,turn_off_lightbulb -> rotate_red_block_right -> lift_red_block_table -> stack_block -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,259,3,lift_red_block_slider -> place_in_slider -> open_drawer -> push_into_drawer -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,260,0,lift_blue_block_table -> place_in_slider -> move_slider_left -> rotate_pink_block_right -> lift_red_block_slider
act_lang_B_100k,ACT-Lang-B 100k,261,0,push_blue_block_left -> lift_red_block_table -> place_in_slider -> push_into_drawer -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,262,0,push_red_block_left -> push_into_drawer -> move_slider_right -> turn_on_lightbulb -> lift_blue_block_slider
act_lang_B_100k,ACT-Lang-B 100k,263,1,open_drawer -> rotate_blue_block_right -> move_slider_right -> lift_pink_block_slider -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,264,0,push_into_drawer -> lift_red_block_slider -> place_in_drawer -> turn_on_led -> lift_pink_block_drawer
act_lang_B_100k,ACT-Lang-B 100k,265,0,lift_pink_block_table -> place_in_slider -> open_drawer -> turn_off_led -> lift_red_block_slider
act_lang_B_100k,ACT-Lang-B 100k,266,2,close_drawer -> lift_red_block_table -> stack_block -> unstack_block -> rotate_red_block_right
act_lang_B_100k,ACT-Lang-B 100k,267,0,push_blue_block_right -> turn_off_led -> move_slider_right -> lift_blue_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,268,1,move_slider_right -> turn_on_led -> push_red_block_right -> lift_pink_block_table -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,269,1,close_drawer -> lift_blue_block_table -> stack_block -> unstack_block -> rotate_blue_block_right
act_lang_B_100k,ACT-Lang-B 100k,270,0,push_red_block_right -> lift_blue_block_slider -> stack_block -> open_drawer -> turn_on_led
act_lang_B_100k,ACT-Lang-B 100k,271,0,rotate_red_block_right -> close_drawer -> lift_red_block_table -> stack_block -> lift_blue_block_slider
act_lang_B_100k,ACT-Lang-B 100k,272,0,push_blue_block_right -> lift_pink_block_slider -> stack_block -> open_drawer -> unstack_block
act_lang_B_100k,ACT-Lang-B 100k,273,0,rotate_pink_block_left -> open_drawer -> move_slider_left -> lift_red_block_slider -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,274,3,open_drawer -> lift_blue_block_slider -> place_in_slider -> turn_on_lightbulb -> push_red_block_left
act_lang_B_100k,ACT-Lang-B 100k,275,0,open_drawer -> lift_pink_block_slider -> place_in_slider -> push_blue_block_right -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,276,0,lift_pink_block_slider -> place_in_drawer -> close_drawer -> push_blue_block_left -> turn_off_led
act_lang_B_100k,ACT-Lang-B 100k,277,0,turn_off_lightbulb -> rotate_pink_block_left -> lift_pink_block_table -> stack_block -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,278,0,lift_blue_block_table -> stack_block -> unstack_block -> turn_on_lightbulb -> rotate_blue_block_right
act_lang_B_100k,ACT-Lang-B 100k,279,0,turn_off_lightbulb -> lift_red_block_slider -> place_in_slider -> open_drawer -> rotate_pink_block_right
act_lang_B_100k,ACT-Lang-B 100k,280,0,open_drawer -> turn_on_led -> lift_red_block_table -> place_in_drawer -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,281,0,push_red_block_left -> lift_red_block_table -> place_in_slider -> move_slider_right -> turn_off_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,282,0,lift_red_block_slider -> stack_block -> unstack_block -> push_blue_block_left -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,283,0,rotate_red_block_right -> lift_red_block_table -> stack_block -> close_drawer -> turn_off_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,284,0,push_blue_block_left -> lift_pink_block_slider -> place_in_slider -> turn_off_led -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,285,0,push_blue_block_left -> move_slider_left -> open_drawer -> lift_blue_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,286,1,open_drawer -> turn_on_lightbulb -> lift_blue_block_table -> place_in_drawer -> push_pink_block_right
act_lang_B_100k,ACT-Lang-B 100k,287,0,push_pink_block_left -> lift_blue_block_table -> stack_block -> move_slider_left -> lift_red_block_slider
act_lang_B_100k,ACT-Lang-B 100k,288,0,lift_red_block_slider -> stack_block -> close_drawer -> turn_off_led -> unstack_block
act_lang_B_100k,ACT-Lang-B 100k,289,2,lift_blue_block_slider -> place_in_slider -> turn_on_lightbulb -> open_drawer -> push_pink_block_left
act_lang_B_100k,ACT-Lang-B 100k,290,1,close_drawer -> rotate_red_block_left -> lift_blue_block_table -> place_in_slider -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,291,0,lift_blue_block_table -> place_in_slider -> move_slider_right -> turn_on_lightbulb -> push_red_block_left
act_lang_B_100k,ACT-Lang-B 100k,292,0,turn_on_lightbulb -> move_slider_right -> open_drawer -> lift_red_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,293,0,turn_on_lightbulb -> move_slider_right -> rotate_pink_block_left -> lift_red_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,294,0,push_red_block_right -> lift_red_block_table -> place_in_slider -> push_into_drawer -> lift_pink_block_drawer
act_lang_B_100k,ACT-Lang-B 100k,295,0,turn_off_led -> move_slider_right -> rotate_red_block_right -> close_drawer -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,296,0,open_drawer -> push_red_block_right -> lift_blue_block_slider -> stack_block -> turn_on_led
act_lang_B_100k,ACT-Lang-B 100k,297,3,lift_blue_block_slider -> place_in_drawer -> lift_blue_block_drawer -> stack_block -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,298,0,move_slider_right -> rotate_pink_block_right -> lift_blue_block_slider -> place_in_slider -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,299,2,close_drawer -> push_pink_block_left -> turn_on_led -> move_slider_right -> lift_pink_block_table
act_lang_B_100k,ACT-Lang-B 100k,300,1,open_drawer -> push_red_block_left -> lift_pink_block_slider -> place_in_slider -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,301,0,rotate_red_block_right -> turn_on_led -> close_drawer -> move_slider_left -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,302,0,open_drawer -> push_pink_block_right -> turn_on_lightbulb -> move_slider_left -> lift_pink_block_table
act_lang_B_100k,ACT-Lang-B 100k,303,1,push_red_block_right -> push_into_drawer -> lift_blue_block_slider -> place_in_drawer -> turn_off_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,304,0,turn_off_lightbulb -> lift_red_block_slider -> place_in_slider -> move_slider_left -> push_pink_block_left
act_lang_B_100k,ACT-Lang-B 100k,305,0,rotate_blue_block_left -> lift_pink_block_table -> stack_block -> lift_red_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,306,2,lift_red_block_slider -> place_in_slider -> turn_on_led -> rotate_blue_block_right -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,307,0,move_slider_left -> lift_blue_block_table -> place_in_slider -> close_drawer -> turn_off_led
act_lang_B_100k,ACT-Lang-B 100k,308,0,open_drawer -> turn_off_led -> rotate_red_block_right -> move_slider_right -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,309,0,rotate_pink_block_right -> open_drawer -> lift_blue_block_slider -> place_in_slider -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,310,0,lift_red_block_slider -> place_in_slider -> turn_off_lightbulb -> rotate_blue_block_left -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,311,0,move_slider_right -> lift_red_block_slider -> stack_block -> open_drawer -> unstack_block
act_lang_B_100k,ACT-Lang-B 100k,312,0,rotate_pink_block_right -> move_slider_right -> turn_off_lightbulb -> lift_blue_block_slider -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,313,1,open_drawer -> rotate_red_block_left -> lift_red_block_table -> place_in_slider -> lift_pink_block_slider
act_lang_B_100k,ACT-Lang-B 100k,314,0,rotate_red_block_right -> move_slider_left -> lift_blue_block_slider -> stack_block -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,315,2,rotate_red_block_right -> open_drawer -> move_slider_right -> lift_blue_block_slider -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,316,1,push_pink_block_left -> turn_on_led -> push_into_drawer -> move_slider_left -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,317,0,turn_off_lightbulb -> open_drawer -> push_red_block_left -> move_slider_right -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,318,0,push_red_block_left -> lift_blue_block_table -> stack_block -> unstack_block -> turn_off_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,319,0,turn_on_lightbulb -> move_slider_left -> push_pink_block_right -> lift_blue_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,320,0,lift_blue_block_slider -> stack_block -> unstack_block -> move_slider_left -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,321,0,turn_on_lightbulb -> move_slider_right -> rotate_red_block_right -> lift_blue_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,322,0,rotate_pink_block_left -> turn_off_lightbulb -> move_slider_right -> lift_blue_block_table -> place_in_drawer
